,index,PlayerHeight,PlayerWeight,Yards,Down,YardLine,Distance,Week,Temperature,Humidity,HomeScoreBeforePlay,VisitorScoreBeforePlay,Position
2500,64407,69,210,4,2,25,10,5,76.0,94.0,7,16,RB
2501,64429,69,210,4,1,46,10,5,76.0,94.0,7,16,RB
2502,64444,71,210,6,1,49,10,5,76.0,94.0,7,16,RB
2503,64473,69,210,4,1,47,10,5,76.0,94.0,7,16,RB
2504,64494,66,205,0,2,31,2,5,76.0,94.0,7,16,RB
2505,64519,69,210,0,3,31,2,5,76.0,94.0,7,16,RB
2506,64529,68,195,8,2,46,3,5,76.0,94.0,7,16,RB
2507,64551,68,195,2,2,46,10,5,76.0,94.0,7,16,RB
2508,64573,68,195,-5,1,31,10,5,76.0,94.0,7,16,RB
2509,64607,72,211,3,2,40,2,5,76.0,94.0,7,16,RB
2510,64620,71,210,5,1,21,10,5,76.0,94.0,7,16,RB
2511,64642,71,210,2,1,37,10,5,76.0,94.0,14,16,RB
2512,64674,73,230,1,2,42,3,5,63.0,90.0,0,0,RB
2513,64681,71,210,5,2,10,10,5,63.0,90.0,0,0,RB
2514,64703,71,210,4,1,22,10,5,63.0,90.0,7,0,RB
2515,64745,73,220,12,1,14,10,5,63.0,90.0,7,0,HB
2516,64767,73,220,3,1,38,10,5,63.0,90.0,7,0,HB
2517,64769,71,210,4,1,15,10,5,63.0,90.0,7,0,RB
2518,64791,71,210,4,2,19,6,5,63.0,90.0,7,0,RB
2519,64813,71,210,4,3,23,2,5,63.0,90.0,7,0,RB
2520,64835,71,210,11,1,30,10,5,63.0,90.0,7,0,RB
2521,64859,69,250,6,1,19,10,5,63.0,90.0,7,0,FB
2522,64894,73,230,3,1,25,10,5,63.0,90.0,7,3,RB
2523,64921,73,220,9,2,29,2,5,63.0,90.0,7,3,HB
2524,64942,73,220,-1,1,20,10,5,63.0,90.0,7,3,HB
2525,64967,71,210,4,1,36,10,5,63.0,90.0,10,3,RB
2526,64992,69,250,6,1,47,10,5,63.0,90.0,10,3,FB
2527,65011,71,210,-2,3,44,1,5,63.0,90.0,10,3,RB
2528,65048,73,230,8,1,30,10,5,63.0,90.0,10,10,RB
2529,65055,71,210,14,1,13,10,5,63.0,90.0,10,10,RB
2530,65077,71,210,-3,2,25,10,5,63.0,90.0,10,10,RB
2531,65114,73,230,4,1,28,10,5,63.0,90.0,10,10,RB
2532,65121,71,210,3,1,36,10,5,63.0,90.0,10,10,RB
2533,65143,71,210,-3,2,33,7,5,63.0,90.0,10,10,RB
2534,65184,73,220,2,2,33,10,5,63.0,90.0,10,10,HB
2535,65206,73,220,2,1,47,10,5,63.0,90.0,10,10,HB
2536,65209,71,210,9,1,29,10,5,63.0,90.0,10,10,RB
2537,65231,71,210,1,2,38,1,5,63.0,90.0,10,10,RB
2538,65253,71,210,3,1,39,10,5,63.0,90.0,10,10,RB
2539,65277,69,250,4,2,42,7,5,63.0,90.0,10,10,FB
2540,65297,71,210,3,1,26,10,5,63.0,90.0,10,10,RB
2541,65339,73,220,2,1,25,10,5,63.0,90.0,10,13,HB
2542,65361,73,220,0,1,48,10,5,63.0,90.0,10,13,HB
2543,65383,73,220,5,1,5,5,5,63.0,90.0,10,13,HB
2544,65385,71,210,3,1,25,10,5,63.0,90.0,17,13,RB
2545,65422,69,205,1,2,15,10,5,63.0,90.0,17,13,HB
2546,65429,71,210,-4,2,12,10,5,63.0,90.0,17,13,RB
2547,65471,73,220,-1,1,30,10,5,63.0,90.0,17,16,HB
2548,65492,73,220,4,1,33,10,5,63.0,90.0,17,16,HB
2549,65514,73,220,2,1,14,10,5,63.0,90.0,17,16,HB
2550,65536,73,220,2,1,29,10,5,63.0,90.0,20,16,HB
2551,65558,73,220,10,2,27,8,5,63.0,90.0,20,16,HB
2552,65561,70,204,0,1,26,10,5,67.0,71.0,0,0,RB
2553,65597,71,225,3,1,32,10,5,67.0,71.0,0,0,RB
2554,65619,71,225,-4,2,35,7,5,67.0,71.0,0,0,RB
2555,65636,70,214,-1,2,13,21,5,67.0,71.0,0,0,RB
2556,65658,70,214,4,3,7,27,5,67.0,71.0,0,0,RB
2557,65685,71,225,4,1,33,20,5,67.0,71.0,0,0,RB
2558,65707,71,225,2,2,42,10,5,67.0,71.0,0,0,RB
2559,65729,69,210,2,4,33,1,5,67.0,71.0,0,0,RB
2560,65751,69,210,6,1,31,10,5,67.0,71.0,0,0,RB
2561,65773,69,210,1,2,25,4,5,67.0,71.0,0,0,RB
2562,65795,71,225,3,1,6,6,5,67.0,71.0,0,0,RB
2563,65803,70,204,5,1,7,10,5,67.0,71.0,0,0,RB
2564,65834,70,214,-1,1,19,10,5,67.0,71.0,0,0,RB
2565,65861,71,225,10,1,21,10,5,67.0,71.0,0,0,RB
2566,65883,71,225,16,1,48,10,5,67.0,71.0,0,0,RB
2567,65905,71,225,5,1,49,10,5,67.0,71.0,0,0,RB
2568,65949,71,225,9,3,30,1,5,67.0,71.0,0,0,RB
2569,65971,69,210,3,1,21,10,5,67.0,71.0,0,0,RB
2570,65988,70,214,1,1,14,10,5,67.0,71.0,0,0,RB
2571,66015,71,225,2,1,25,10,5,67.0,71.0,0,3,RB
2572,66037,69,210,8,1,38,10,5,67.0,71.0,0,3,RB
2573,66059,71,225,-5,1,43,10,5,67.0,71.0,0,3,RB
2574,66081,71,225,2,2,23,1,5,67.0,71.0,0,3,RB
2575,66098,70,214,0,1,17,10,5,67.0,71.0,7,3,RB
2576,66119,70,214,0,1,32,10,5,67.0,71.0,7,3,RB
2577,66147,71,225,1,1,20,10,5,67.0,71.0,7,3,RB
2578,66169,69,210,0,2,33,2,5,67.0,71.0,7,10,RB
2579,66191,71,225,10,2,22,1,5,67.0,71.0,7,10,RB
2580,66213,71,225,1,1,12,10,5,67.0,71.0,7,10,RB
2581,66235,71,225,1,4,4,2,5,67.0,71.0,7,10,RB
2582,66274,70,214,3,1,44,10,5,67.0,71.0,7,10,RB
2583,66296,70,214,1,1,15,10,5,67.0,71.0,7,17,RB
2584,66318,70,214,7,2,16,9,5,67.0,71.0,7,17,RB
2585,66340,70,214,2,1,28,10,5,67.0,71.0,7,17,RB
2586,66362,70,214,4,3,26,12,5,67.0,71.0,7,17,RB
2587,66394,69,203,16,1,25,10,5,68.0,70.0,0,0,RB
2588,66396,70,245,0,1,16,15,5,68.0,70.0,3,0,RB
2589,66418,70,245,5,1,31,10,5,68.0,70.0,3,0,RB
2590,66460,69,203,-2,1,26,10,5,68.0,70.0,3,0,RB
2591,66462,70,245,-4,1,36,10,5,68.0,70.0,3,0,RB
2592,66484,70,245,0,1,4,4,5,68.0,70.0,3,0,RB
2593,66526,69,203,6,2,25,7,5,68.0,70.0,3,3,RB
2594,66548,71,224,14,3,31,1,5,68.0,70.0,3,3,RB
2595,66570,69,203,2,1,43,10,5,68.0,70.0,3,3,RB
2596,66592,69,203,1,1,20,10,5,68.0,70.0,3,3,RB
2597,66614,69,203,0,1,5,5,5,68.0,70.0,3,3,RB
2598,66635,71,224,1,1,1,1,5,68.0,70.0,3,3,RB
2599,66648,71,205,1,2,33,2,5,68.0,70.0,10,3,RB
2600,66660,70,245,3,1,9,9,5,68.0,70.0,10,3,RB
2601,66701,69,203,-1,1,37,10,5,68.0,70.0,10,10,RB
2602,66720,69,201,8,2,36,11,5,68.0,70.0,10,10,RB
2603,66726,70,245,5,2,49,1,5,68.0,70.0,10,10,RB
2604,66748,70,245,8,1,46,10,5,68.0,70.0,10,10,RB
2605,66770,70,245,-5,2,38,2,5,68.0,70.0,10,10,RB
2606,66792,70,245,1,2,11,8,5,68.0,70.0,10,10,RB
2607,66830,69,201,0,3,18,17,5,68.0,70.0,10,17,RB
2608,66836,70,245,2,1,25,10,5,68.0,70.0,10,17,RB
2609,66868,71,205,5,2,36,5,5,68.0,70.0,10,17,RB
2610,66880,70,245,-1,1,23,10,5,68.0,70.0,10,24,RB
2611,66922,69,203,-4,1,25,10,5,68.0,70.0,10,27,RB
2612,66924,70,245,-2,1,32,10,5,68.0,70.0,10,27,RB
2613,66966,69,203,12,2,28,2,5,68.0,70.0,10,27,RB
2614,66987,69,203,1,2,48,2,5,68.0,70.0,10,27,RB
2615,67010,71,224,-4,4,49,1,5,68.0,70.0,10,27,RB
2616,67022,71,205,1,1,28,10,5,68.0,70.0,10,27,RB
2617,67034,70,245,3,1,19,10,5,68.0,70.0,10,27,RB
2618,67056,70,245,3,2,22,7,5,68.0,70.0,10,27,RB
2619,67078,70,245,-2,1,32,10,5,68.0,70.0,10,27,RB
2620,67100,70,245,-2,1,7,17,5,68.0,70.0,17,27,RB
2621,67122,70,245,9,2,5,19,5,68.0,70.0,17,27,RB
2622,67144,70,245,-2,1,23,10,5,68.0,70.0,24,27,RB
2623,67178,69,212,9,1,35,10,5,68.0,60.0,0,0,RB
2624,67200,69,212,-1,2,44,1,5,68.0,60.0,0,0,RB
2625,67231,72,210,9,1,39,10,5,68.0,60.0,0,0,RB
2626,67244,69,212,5,2,30,1,5,68.0,60.0,0,0,RB
2627,67262,72,229,1,1,36,10,5,68.0,60.0,3,0,RB
2628,67284,72,229,3,2,37,9,5,68.0,60.0,3,0,RB
2629,67304,73,240,3,2,13,7,5,68.0,60.0,3,0,FB
2630,67332,69,212,2,1,25,10,5,68.0,60.0,3,3,RB
2631,67356,70,216,4,3,34,1,5,68.0,60.0,3,3,RB
2632,67384,72,210,-2,2,43,5,5,68.0,60.0,3,3,RB
2633,67394,72,229,4,1,8,10,5,68.0,60.0,3,3,RB
2634,67413,72,229,-4,2,8,10,5,68.0,60.0,3,3,RB
2635,67436,72,229,6,3,4,14,5,68.0,60.0,3,3,RB
2636,67464,69,212,1,1,44,10,5,68.0,60.0,3,3,RB
2637,67484,71,190,5,1,19,10,5,68.0,60.0,3,3,RB
2638,67506,71,190,5,2,24,5,5,68.0,60.0,3,3,RB
2639,67528,71,190,-1,2,29,10,5,68.0,60.0,3,3,RB
2640,67552,69,212,16,1,39,10,5,68.0,60.0,3,3,RB
2641,67583,72,210,-1,1,45,10,5,68.0,60.0,3,3,RB
2642,67596,69,212,2,1,6,6,5,68.0,60.0,3,3,RB
2643,67640,69,212,5,2,50,10,5,68.0,60.0,6,6,RB
2644,67662,70,216,3,3,41,1,5,68.0,60.0,6,6,RB
2645,67684,69,212,7,1,38,10,5,68.0,60.0,6,6,RB
2646,67706,69,212,-3,2,31,3,5,68.0,60.0,6,6,RB
2647,67726,71,190,4,1,22,10,5,68.0,60.0,9,6,RB
2648,67759,72,210,11,1,33,10,5,68.0,60.0,9,6,RB
2649,67780,72,210,22,1,22,10,5,68.0,60.0,9,6,RB
2650,67792,71,190,14,1,9,10,5,68.0,60.0,16,6,RB
2651,67814,71,190,13,1,36,10,5,68.0,60.0,16,6,RB
2652,67836,70,197,3,1,49,10,5,68.0,60.0,16,6,RB
2653,67858,71,190,3,1,29,10,5,68.0,60.0,16,6,RB
2654,67880,71,190,4,2,26,7,5,68.0,60.0,16,6,RB
2655,67912,72,210,2,1,22,20,5,68.0,60.0,16,9,RB
2656,67934,72,210,16,3,17,15,5,68.0,60.0,16,9,RB
2657,67948,70,216,-2,1,1,1,5,68.0,60.0,16,9,RB
2658,67968,71,190,2,1,8,8,5,68.0,60.0,23,9,RB
2659,67985,72,229,2,2,42,3,5,68.0,60.0,23,16,RB
2660,68008,72,229,0,3,40,1,5,68.0,60.0,23,16,RB
2661,68031,72,229,-1,1,2,2,5,68.0,60.0,23,16,RB
2662,68058,69,212,0,2,26,9,5,68.0,60.0,23,23,RB
2663,68089,72,210,-1,1,31,10,5,68.0,60.0,23,23,RB
2664,68100,71,190,0,1,28,10,5,68.0,60.0,23,23,RB
2665,68146,69,212,0,1,34,10,5,68.0,60.0,23,23,RB
2666,68169,70,216,1,3,34,10,5,68.0,60.0,23,23,RB
2667,68200,73,220,0,2,30,5,5,89.0,67.0,0,0,RB
2668,68242,72,223,0,2,9,8,5,89.0,67.0,0,0,RB
2669,68245,73,220,5,2,35,10,5,89.0,67.0,0,0,RB
2670,68267,73,220,1,2,49,7,5,89.0,67.0,0,0,RB
2671,68308,72,223,4,1,3,10,5,89.0,67.0,0,0,RB
2672,68333,73,220,6,2,36,13,5,89.0,67.0,0,0,RB
2673,68373,71,224,3,1,42,10,5,89.0,67.0,0,0,RB
2674,68395,72,223,3,1,26,10,5,89.0,67.0,0,0,RB
2675,68407,75,247,11,1,25,10,5,89.0,67.0,3,0,RB
2676,68421,73,220,3,1,14,10,5,89.0,67.0,10,0,RB
2677,68443,73,220,7,1,26,10,5,89.0,67.0,10,0,RB
2678,68465,73,220,1,2,28,8,5,89.0,67.0,10,0,RB
2679,68506,72,223,9,1,13,10,5,89.0,67.0,10,0,RB
2680,68527,72,223,6,2,22,1,5,89.0,67.0,10,0,RB
2681,68539,75,247,-5,2,24,10,5,89.0,67.0,10,0,RB
2682,68572,71,224,9,1,23,10,5,89.0,67.0,10,3,RB
2683,68594,71,224,3,2,32,1,5,89.0,67.0,10,3,RB
2684,68616,73,211,0,2,35,10,5,89.0,67.0,10,3,RB
2685,68619,73,220,0,2,11,5,5,89.0,67.0,10,3,RB
2686,68660,72,223,4,1,21,10,5,89.0,67.0,10,3,RB
2687,68681,72,223,1,2,25,6,5,89.0,67.0,10,3,RB
2688,68703,72,223,-2,1,20,10,5,89.0,67.0,10,3,RB
2689,68725,72,223,0,2,13,17,5,89.0,67.0,10,3,RB
2690,68729,73,220,0,1,45,10,5,89.0,67.0,10,3,RB
2691,68751,73,220,13,1,24,10,5,89.0,67.0,10,3,RB
2692,68773,73,220,9,1,11,10,5,89.0,67.0,10,3,RB
2693,68795,73,220,1,1,9,10,5,89.0,67.0,10,10,RB
2694,68817,73,220,0,2,10,9,5,89.0,67.0,10,10,RB
2695,68858,72,223,9,2,41,10,5,89.0,67.0,10,10,RB
2696,68880,72,223,3,3,50,1,5,89.0,67.0,10,10,RB
2697,68891,75,247,2,1,7,10,5,89.0,67.0,10,10,RB
2698,68923,72,223,11,1,42,10,5,89.0,67.0,10,10,RB
2699,68945,72,223,8,1,47,10,5,89.0,67.0,10,10,RB
2700,68967,72,223,2,2,39,2,5,89.0,67.0,10,10,RB
2701,68990,72,223,2,1,20,10,5,89.0,67.0,10,10,RB
2702,69011,72,223,-2,2,18,8,5,89.0,67.0,10,10,RB
2703,69033,72,223,-1,1,5,5,5,89.0,67.0,10,10,RB
2704,69056,72,223,2,1,29,10,5,89.0,67.0,16,10,RB
2705,69077,72,223,-1,2,48,10,5,89.0,67.0,16,10,RB
2706,69081,73,220,12,1,26,10,5,89.0,67.0,16,10,RB
2707,69110,75,247,1,2,38,10,5,89.0,67.0,16,10,RB
2708,69143,72,223,3,1,22,10,5,89.0,67.0,16,10,RB
2709,69166,72,223,0,2,25,7,5,89.0,67.0,16,10,RB
2710,69187,72,223,8,3,25,7,5,89.0,67.0,16,10,RB
2711,69210,72,223,5,1,33,10,5,89.0,67.0,16,10,RB
2712,69232,72,223,2,2,38,5,5,89.0,67.0,16,10,RB
2713,69254,72,223,1,3,40,3,5,89.0,67.0,16,10,RB
2714,69263,73,215,3,1,25,10,5,76.0,90.0,0,0,RB
2715,69285,73,215,4,2,28,7,5,76.0,90.0,0,0,RB
2716,69316,71,219,4,1,21,10,5,76.0,90.0,0,0,RB
2717,69337,71,219,11,1,31,10,5,76.0,90.0,0,0,RB
2718,69360,71,219,0,1,42,10,5,76.0,90.0,0,0,RB
2719,69372,73,215,3,1,4,10,5,76.0,90.0,0,0,RB
2720,69409,72,210,5,2,46,1,5,76.0,90.0,2,0,RB
2721,69418,73,215,2,1,10,10,5,76.0,90.0,2,0,RB
2722,69469,71,219,15,1,43,10,5,76.0,90.0,2,0,RB
2723,69492,71,219,5,1,28,10,5,76.0,90.0,2,0,RB
2724,69514,71,219,23,2,23,5,5,76.0,90.0,2,0,RB
2725,69527,73,215,11,1,34,10,5,76.0,90.0,9,0,RB
2726,69548,73,215,1,1,23,10,5,76.0,90.0,9,0,RB
2727,69571,73,215,8,3,14,1,5,76.0,90.0,9,0,RB
2728,69593,73,215,0,1,6,6,5,76.0,90.0,9,0,RB
2729,69629,72,210,14,1,21,5,5,76.0,90.0,9,7,RB
2730,69651,72,210,8,1,40,10,5,76.0,90.0,9,7,RB
2731,69673,72,210,1,2,48,2,5,76.0,90.0,9,7,RB
2732,69695,72,210,-2,3,49,1,5,76.0,90.0,9,7,RB
2733,69706,70,200,-2,1,12,10,5,76.0,90.0,9,7,RB
2734,69730,70,205,5,1,43,10,5,76.0,90.0,9,7,RB
2735,69747,73,215,0,1,3,10,5,76.0,90.0,9,7,RB
2736,69783,72,210,3,1,19,10,5,76.0,90.0,9,7,RB
2737,69791,73,215,5,2,45,4,5,76.0,90.0,9,7,RB
2738,69814,73,215,15,3,21,2,5,76.0,90.0,9,7,RB
2739,69838,70,200,2,2,4,4,5,76.0,90.0,9,7,RB
2740,69866,71,219,5,1,23,10,5,76.0,90.0,9,10,RB
2741,69901,73,215,7,1,17,10,5,76.0,90.0,9,10,RB
2742,69923,73,215,1,2,10,3,5,76.0,90.0,9,10,RB
2743,69954,71,219,6,2,26,4,5,76.0,90.0,9,10,RB
2744,69981,72,210,4,1,47,10,5,76.0,90.0,9,10,RB
2745,69989,73,215,9,1,8,10,5,76.0,90.0,16,10,RB
2746,70011,73,215,-1,1,32,10,5,76.0,90.0,16,10,RB
2747,70036,70,200,0,1,47,10,5,76.0,90.0,16,10,RB
2748,70069,72,210,5,2,34,1,5,76.0,90.0,16,17,RB
2749,70091,72,210,15,1,39,10,5,76.0,90.0,16,17,RB
2750,70113,72,210,-2,1,46,10,5,76.0,90.0,16,17,RB
2751,70121,73,215,14,1,25,10,5,76.0,90.0,22,17,RB
2752,70143,73,215,3,1,34,10,5,76.0,90.0,22,17,RB
2753,70179,72,210,6,1,20,10,5,76.0,90.0,22,17,RB
2754,70187,73,215,16,2,44,5,5,76.0,90.0,22,17,RB
2755,70209,73,215,3,1,40,10,5,76.0,90.0,22,17,RB
2756,70234,70,200,0,1,23,10,5,76.0,90.0,22,17,RB
2757,70257,70,205,3,1,20,10,5,76.0,90.0,22,20,RB
2758,70276,73,215,1,1,11,10,5,76.0,90.0,22,20,RB
2759,70301,70,205,4,1,24,10,5,76.0,90.0,22,27,RB
2760,70323,70,205,1,2,46,3,5,76.0,90.0,22,27,RB
2761,70345,70,205,5,3,47,2,5,76.0,90.0,22,27,RB
2762,70356,71,203,1,1,18,10,5,77.0,91.0,0,0,RB
2763,70389,72,247,6,1,44,10,5,77.0,91.0,0,0,RB
2764,70421,70,220,-1,2,33,10,5,77.0,91.0,0,0,RB
2765,70444,71,203,1,1,35,10,5,77.0,91.0,7,0,RB
2766,70477,72,247,0,1,15,10,5,77.0,91.0,7,0,RB
2767,70506,69,195,4,2,15,10,5,77.0,91.0,7,0,RB
2768,70517,68,198,-3,1,22,10,5,77.0,91.0,14,0,RB
2769,70553,70,220,1,1,36,10,5,77.0,91.0,14,0,RB
2770,70573,69,195,4,2,37,9,5,77.0,91.0,14,0,RB
2771,70576,71,203,2,1,25,10,5,77.0,91.0,21,0,RB
2772,70598,71,203,9,1,36,10,5,77.0,91.0,21,0,RB
2773,70626,68,198,1,1,14,10,5,77.0,91.0,21,0,RB
2774,70661,69,195,5,2,30,5,5,77.0,91.0,21,7,RB
2775,70685,70,220,3,2,35,10,5,77.0,91.0,21,7,RB
2776,70702,69,195,16,3,28,17,5,77.0,91.0,21,7,RB
2777,70708,71,203,0,1,33,10,5,77.0,91.0,21,7,RB
2778,70730,71,203,1,1,23,10,5,77.0,91.0,21,7,RB
2779,70752,71,203,6,2,24,9,5,77.0,91.0,21,7,RB
2780,70795,70,220,6,1,40,10,5,77.0,91.0,21,7,RB
2781,70807,72,247,14,1,25,10,5,77.0,91.0,21,7,RB
2782,70829,72,247,-1,1,39,10,5,77.0,91.0,21,7,RB
2783,70851,72,247,0,1,45,10,5,77.0,91.0,21,7,RB
2784,70873,72,247,1,1,23,10,5,77.0,91.0,21,7,RB
2785,70895,72,247,4,2,22,9,5,77.0,91.0,21,7,RB
2786,70912,69,200,-2,1,13,10,5,77.0,91.0,24,7,RB
2787,70949,70,220,1,1,27,20,5,77.0,91.0,24,7,RB
2788,70950,71,203,2,1,40,10,5,77.0,91.0,31,7,RB
2789,70972,71,203,-1,2,42,8,5,77.0,91.0,31,7,RB
2790,71027,72,247,4,1,45,10,5,77.0,91.0,31,7,RB
2791,71054,69,195,-6,2,41,6,5,77.0,91.0,31,7,RB
2792,71071,72,247,5,2,40,2,5,77.0,91.0,31,7,RB
2793,71093,72,247,3,1,45,10,5,77.0,91.0,31,7,RB
2794,71115,72,247,2,2,48,7,5,77.0,91.0,31,7,RB
2795,71137,72,247,-2,1,34,10,5,77.0,91.0,31,7,RB
2796,71169,70,220,5,1,22,10,5,77.0,91.0,31,7,RB
2797,71191,70,220,2,2,17,5,5,77.0,91.0,31,7,RB
2798,71203,72,247,1,1,15,15,5,77.0,91.0,31,7,RB
2799,71245,72,228,3,1,25,10,5,73.0,80.0,0,0,RB
2800,71267,72,228,2,2,28,7,5,73.0,80.0,0,0,RB
2801,71296,73,225,10,2,23,10,5,73.0,80.0,0,0,RB
2802,71318,73,225,4,1,13,10,5,73.0,80.0,0,0,RB
2803,71340,73,225,-2,2,9,6,5,73.0,80.0,0,0,RB
2804,71355,72,228,0,2,28,7,5,73.0,80.0,3,0,RB
2805,71376,72,228,2,2,41,10,5,73.0,80.0,3,0,RB
2806,71406,73,225,0,1,2,12,5,73.0,80.0,3,0,RB
2807,71428,73,225,13,2,17,9,5,73.0,80.0,3,0,RB
2808,71450,73,225,0,1,30,10,5,73.0,80.0,3,0,RB
2809,71487,72,228,0,1,47,10,5,73.0,80.0,3,0,RB
2810,71509,72,228,12,1,29,10,5,73.0,80.0,3,0,RB
2811,71531,72,228,4,1,17,10,5,73.0,80.0,3,0,RB
2812,71553,72,228,4,2,13,6,5,73.0,80.0,3,0,RB
2813,71574,72,228,5,3,9,2,5,73.0,80.0,3,0,RB
2814,71590,72,223,2,1,4,4,5,73.0,80.0,3,0,RB
2815,71619,72,228,2,2,2,2,5,73.0,80.0,3,0,RB
2816,71648,73,225,2,1,33,10,5,73.0,80.0,3,7,RB
2817,71670,73,225,1,2,35,8,5,73.0,80.0,3,7,RB
2818,71685,72,228,2,1,4,14,5,73.0,80.0,3,7,RB
2819,71707,72,228,3,2,6,12,5,73.0,80.0,3,7,RB
2820,71729,72,228,-2,1,18,10,5,73.0,80.0,3,7,RB
2821,71751,72,228,2,2,34,6,5,73.0,80.0,3,7,RB
2822,71766,72,223,1,2,48,20,5,73.0,80.0,3,7,RB
2823,71788,72,223,8,3,49,19,5,73.0,80.0,3,7,RB
2824,71824,73,225,0,2,5,10,5,73.0,80.0,3,7,RB
2825,71846,73,225,7,2,46,3,5,73.0,80.0,6,7,RB
2826,71868,73,225,-1,2,38,1,5,73.0,80.0,6,7,RB
2827,71890,73,225,15,2,30,5,5,73.0,80.0,6,7,RB
2828,71904,72,228,3,1,25,10,5,73.0,80.0,9,7,RB
2829,71934,73,225,-5,1,25,10,5,73.0,80.0,9,13,RB
2830,71956,73,225,2,1,25,10,5,73.0,80.0,9,20,RB
2831,71979,73,225,1,3,46,1,5,73.0,80.0,9,20,RB
2832,71993,72,228,1,1,4,10,5,73.0,80.0,9,20,RB
2833,72015,72,228,13,2,5,9,5,73.0,80.0,9,20,RB
2834,72037,72,228,11,1,18,10,5,73.0,80.0,9,20,RB
2835,72059,72,228,1,1,29,10,5,73.0,80.0,9,20,RB
2836,72074,72,223,6,2,30,9,5,73.0,80.0,9,20,RB
2837,72096,72,223,3,3,36,3,5,73.0,80.0,9,20,RB
2838,72124,72,228,12,1,39,10,5,73.0,80.0,9,20,RB
2839,72147,72,228,2,1,49,10,5,73.0,80.0,9,20,RB
2840,72162,72,223,19,2,47,8,5,73.0,80.0,9,20,RB
2841,72184,72,223,-4,1,28,10,5,73.0,80.0,9,20,RB
2842,72212,72,228,3,2,32,14,5,73.0,80.0,9,20,RB
2843,72234,72,228,0,3,29,11,5,73.0,80.0,9,20,RB
2844,72257,72,228,2,1,44,10,5,73.0,80.0,9,23,RB
2845,72279,72,228,1,2,46,8,5,73.0,80.0,9,23,RB
2846,72294,72,223,6,3,47,7,5,73.0,80.0,9,23,RB
2847,72323,72,228,1,1,7,5,5,73.0,80.0,9,23,RB
2848,72345,72,228,2,2,8,4,5,73.0,80.0,9,23,RB
2849,72401,73,233,1,1,30,10,5,73.0,80.0,9,30,RB
2850,72422,73,233,5,2,31,9,5,73.0,80.0,9,30,RB
2851,72444,73,233,3,3,36,4,5,73.0,80.0,9,30,RB
2852,72451,71,250,3,1,25,10,5,78.0,50.0,0,0,RB
2853,72471,71,250,6,3,33,2,5,78.0,50.0,0,0,RB
2854,72495,71,250,-4,1,39,10,5,78.0,50.0,0,0,RB
2855,72530,73,224,9,2,41,7,5,78.0,50.0,0,0,RB
2856,72575,73,224,11,2,12,5,5,78.0,50.0,0,0,RB
2857,72585,69,215,2,1,20,10,5,78.0,50.0,0,0,RB
2858,72607,69,215,3,2,27,10,5,78.0,50.0,0,0,RB
2859,72632,70,195,-3,1,42,10,5,78.0,50.0,0,0,RB
2860,72663,73,224,0,1,7,10,5,78.0,50.0,0,0,RB
2861,72685,73,224,9,2,7,10,5,78.0,50.0,0,0,RB
2862,72707,73,224,0,3,16,1,5,78.0,50.0,0,0,RB
2863,72729,73,224,2,1,21,10,5,78.0,50.0,0,0,RB
2864,72771,73,224,1,1,26,10,5,78.0,50.0,0,0,RB
2865,72824,71,250,2,1,26,10,5,78.0,50.0,7,0,RB
2866,72845,71,250,1,2,28,8,5,78.0,50.0,7,0,RB
2867,72868,71,250,3,1,38,10,5,78.0,50.0,10,0,RB
2868,72891,71,250,4,1,31,10,5,78.0,50.0,10,0,RB
2869,72937,69,215,0,1,4,4,5,78.0,50.0,10,0,RB
2870,72970,73,224,1,2,37,5,5,78.0,50.0,10,10,RB
2871,72990,73,224,-7,2,22,4,5,78.0,50.0,10,10,RB
2872,73023,71,250,3,1,26,10,5,78.0,50.0,10,10,RB
2873,73057,73,224,6,1,18,10,5,78.0,50.0,10,13,RB
2874,73080,73,224,6,2,21,1,5,78.0,50.0,10,13,RB
2875,73094,70,195,3,1,29,10,5,78.0,50.0,10,13,RB
2876,73135,69,215,3,2,26,10,5,78.0,50.0,10,13,RB
2877,73168,73,224,0,1,23,10,5,78.0,50.0,10,13,RB
2878,73190,73,224,3,2,18,15,5,78.0,50.0,10,13,RB
2879,73222,69,215,7,1,46,10,5,78.0,50.0,10,13,RB
2880,73245,69,215,1,2,39,3,5,78.0,50.0,10,13,RB
2881,73278,73,224,2,1,7,10,5,78.0,50.0,10,13,RB
2882,73287,69,215,-1,1,20,10,5,78.0,50.0,10,13,RB
2883,73311,69,215,5,2,21,11,5,78.0,50.0,10,13,RB
2884,73332,70,225,4,1,23,10,5,72.0,42.0,0,0,RB
2885,73353,70,225,13,2,19,6,5,72.0,42.0,0,0,RB
2886,73378,72,222,4,1,6,6,5,72.0,42.0,0,0,RB
2887,73428,71,215,7,2,35,7,5,72.0,42.0,0,7,RB
2888,73450,71,215,9,1,25,10,5,72.0,42.0,0,14,RB
2889,73479,68,207,14,2,34,1,5,72.0,42.0,0,14,RB
2890,73494,71,215,6,1,48,10,5,72.0,42.0,0,14,RB
2891,73523,68,207,1,2,46,4,5,72.0,42.0,0,14,RB
2892,73545,68,207,6,1,40,10,5,72.0,42.0,0,14,RB
2893,73567,68,207,5,2,34,4,5,72.0,42.0,0,14,RB
2894,73582,71,215,-2,1,12,10,5,72.0,42.0,0,14,RB
2895,73599,70,208,5,1,25,10,5,72.0,42.0,3,14,RB
